Rk;Player;Nation;Pos;Squad;Age;Born;90s;SCA;SCA90;PassLive;PassDead;Drib;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;Drib;Sh;Fld;Def;OG
1;Patrick van Aanholt;nl NED;DF;Crystal Palace;30-113;1990;8.2;17;2.07;15;2;0;0;0;0;2;0.24;2;0;0;0;0;0;0
2;Tammy Abraham;eng ENG;FW;Chelsea;23-079;1997;6.7;14;2.09;8;0;1;2;3;0;2;0.30;1;0;0;0;1;0;0
3;Che Adams;eng ENG;FW;Southampton;24-160;1996;13.3;27;2.03;21;0;1;3;2;0;5;0.38;5;0;0;0;0;0;0
4;Tosin Adarabioyo;eng ENG;DF;Fulham;23-087;1997;10.0;8;0.80;8;0;0;0;0;0;1;0.10;1;0;0;0;0;0;0
5;Adrián;es ESP;GK;Liverpool;33-352;1987;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
6;Sergio Agüero;ar ARG;FW;Manchester City;32-201;1988;1.4;4;2.90;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
7;Ola Aina;ng NGA;DF;Fulham;24-073;1996;11.0;12;1.09;11;1;0;0;0;0;1;0.09;1;0;0;0;0;0;0
8;Rayan Aït Nouri;fr FRA;DF;Wolves;19-197;2001;3.1;5;1.64;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
9;Semi Ajayi;ng NGA;DF;West Brom;27-041;1993;12.0;3;0.25;2;0;0;1;0;0;2;0.17;1;0;0;1;0;0;0
10;Nathan Aké;nl NED;DF;Manchester City;25-306;1995;4.2;2;0.47;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
11;Marc Albrighton;eng ENG;DF,MF;Leicester City;31-032;1989;4.9;13;2.64;10;0;2;1;0;0;2;0.41;1;0;0;1;0;0;0
12;Thiago Alcántara;es ESP;MF;Liverpool;29-253;1991;1.5;6;4.00;5;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
13;Toby Alderweireld;be BEL;DF;Tottenham;31-293;1989;8.9;8;0.90;7;0;0;1;0;0;3;0.34;3;0;0;0;0;0;0
14;Trent Alexander-Arnold;eng ENG;DF;Liverpool;22-074;1998;10.7;28;2.62;19;8;1;0;0;0;3;0.28;3;0;0;0;0;0;0
15;Ezgjan Alioski;mk MKD;DF,MF;Leeds United;28-312;1992;7.1;18;2.53;17;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0
16;Alisson;br BRA;GK;Liverpool;28-079;1992;11.0;2;0.18;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
17;Allan;br BRA;MF;Everton;29-347;1991;11.4;17;1.49;12;0;3;1;1;0;1;0.09;1;0;0;0;0;0;0
18;Dele Alli;eng ENG;MF,FW;Tottenham;24-253;1996;0.9;3;3.51;1;0;0;0;2;0;0;0.00;0;0;0;0;0;0;0
19;Miguel Almirón;py PAR;MF,FW;Newcastle Utd;26-314;1994;7.5;16;2.13;14;0;1;0;1;0;2;0.27;2;0;0;0;0;0;0
20;Marcos Alonso;es ESP;DF;Chelsea;29-358;1990;2.5;4;1.60;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
21;Steven Alzate;co COL;MF;Brighton;22-103;1998;5.3;17;3.21;14;0;1;2;0;0;1;0.19;1;0;0;0;0;0;0
22;Daniel Amartey;gh GHA;DF;Leicester City;25-365;1994;1.6;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
23;Ethan Ampadu;wal WAL;MF,DF;Sheffield Utd;20-097;2000;6.1;5;0.83;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
24;Joachim Andersen;dk DEN;DF;Fulham;24-203;1996;7.7;5;0.65;5;0;0;0;0;0;1;0.13;1;0;0;0;0;0;0
25;Felipe Anderson;br BRA;FW,MF;West Ham;27-249;1993;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
26;Michail Antonio;eng ENG;FW;West Ham;30-267;1990;5.8;21;3.59;10;1;1;3;6;0;2;0.34;0;1;0;0;1;0;0
27;Alphonse Areola;fr FRA;GK;Fulham;27-297;1993;13.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
28;Stuart Armstrong;sco SCO;MF;Southampton;28-265;1992;10.4;20;1.93;18;0;1;0;0;1;6;0.58;4;0;1;0;0;1;0
29;Kepa Arrizabalaga;es ESP;GK;Chelsea;26-078;1994;3.0;1;0.33;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
30;Pierre-Emerick Aubameyang;ga GAB;FW;Arsenal;31-185;1989;13.0;25;1.93;20;0;1;1;3;0;3;0.23;3;0;0;0;0;0;0
31;Serge Aurier;ci CIV;DF;Tottenham;27-362;1992;7.0;9;1.29;7;0;1;1;0;0;1;0.14;1;0;0;0;0;0;0
32;Charlie Austin;eng ENG;FW;West Brom;31-168;1989;0.7;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
33;Jordan Ayew;gh GHA;FW;Crystal Palace;29-100;1991;7.9;12;1.53;5;0;2;1;3;1;2;0.25;1;0;0;1;0;0;0
34;Luke Ayling;eng ENG;DF;Leeds United;29-117;1991;12.8;22;1.72;19;0;2;1;0;0;1;0.08;1;0;0;0;0;0;0
35;César Azpilicueta;es ESP;DF;Chelsea;31-114;1989;3.6;6;1.68;6;0;0;0;0;0;1;0.28;1;0;0;0;0;0;0
36;Eric Bailly;ci CIV;DF;Manchester Utd;26-252;1994;1.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
37;Fabián Balbuena;py PAR;DF;West Ham;29-119;1991;10.0;2;0.20;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
38;George Baldock;eng ENG;DF;Sheffield Utd;27-286;1993;13.0;19;1.46;15;0;1;2;0;1;1;0.08;1;0;0;0;0;0;0
39;Gareth Bale;wal WAL;FW;Tottenham;31-157;1989;1.3;4;3.08;1;1;1;1;0;0;0;0.00;0;0;0;0;0;0;0
40;Patrick Bamford;eng ENG;FW;Leeds United;27-106;1993;12.2;17;1.40;11;0;2;1;2;1;6;0.49;2;0;2;0;2;0;0
41;Phil Bardsley;sco SCO;DF;Burnley;35-175;1985;3.0;3;1.00;1;0;1;0;1;0;0;0.00;0;0;0;0;0;0;0
42;Ross Barkley;eng ENG;MF;Aston Villa;27-015;1993;5.0;29;5.75;15;9;4;1;0;0;4;0.79;3;1;0;0;0;0;0
43;Ross Barkley;eng ENG;MF;Chelsea;27-015;1993;0.5;3;6.43;2;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0
44;Ashley Barnes;eng ENG;FW,MF;Burnley;31-051;1989;5.9;17;2.86;13;0;0;3;0;1;0;0.00;0;0;0;0;0;0;0
45;Harvey Barnes;eng ENG;MF,FW;Leicester City;23-011;1997;9.3;21;2.26;13;0;4;3;1;0;3;0.32;1;0;2;0;0;0;0
46;Kyle Bartley;eng ENG;DF;West Brom;29-212;1991;8.0;4;0.50;2;0;0;2;0;0;0;0.00;0;0;0;0;0;0;0
47;Chris Basham;eng ENG;DF;Sheffield Utd;32-153;1988;11.8;11;0.93;9;0;1;0;1;0;0;0.00;0;0;0;0;0;0;0
48;Michy Batshuayi;be BEL;FW;Crystal Palace;27-079;1993;4.6;8;1.75;4;1;1;0;2;0;2;0.44;1;0;0;0;1;0;0
49;Jan Bednarek;pl POL;DF;Southampton;24-252;1996;13.0;6;0.46;6;0;0;0;0;0;1;0.08;1;0;0;0;0;0;0
50;Donny van de Beek;nl NED;MF,FW;Manchester Utd;23-246;1997;2.6;7;2.66;7;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
51;Héctor Bellerín;es ESP;DF;Arsenal;25-276;1995;11.6;21;1.81;19;1;0;0;1;0;4;0.34;3;0;0;0;1;0;0
52;Saïd Benrahma;dz ALG;MF,FW;West Ham;25-132;1995;2.8;10;3.57;7;0;1;1;1;0;2;0.71;2;0;0;0;0;0;0
53;Josh Benson;eng ENG;MF;Burnley;21-015;1999;1.1;1;0.95;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
54;Christian Benteke;be BEL;FW;Crystal Palace;30-017;1990;3.5;11;3.16;10;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0
55;Jóhann Berg Guðmundsson;is ISL;MF;Burnley;30-054;1990;2.7;3;1.13;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
56;Sander Berge;no NOR;MF;Sheffield Utd;22-310;1998;11.3;22;1.95;18;0;2;1;0;1;1;0.09;0;0;0;1;0;0;0
57;Steven Bergwijn;nl NED;FW,MF;Tottenham;23-073;1997;6.2;16;2.56;12;1;0;0;3;0;0;0.00;0;0;0;0;0;0;0
58;Bernard;br BRA;MF,FW;Everton;28-103;1992;1.9;10;5.14;8;0;1;0;1;0;0;0.00;0;0;0;0;0;0;0
59;Bernardo;br BRA;DF;Brighton;25-220;1995;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
60;Ryan Bertrand;eng ENG;DF;Southampton;31-137;1989;12.9;16;1.24;11;4;0;0;1;0;1;0.08;1;0;0;0;0;0;0
61;Yves Bissouma;ml MLI;MF;Brighton;24-112;1996;11.8;16;1.36;13;0;0;2;0;1;1;0.08;1;0;0;0;0;0;0
62;Willy Boly;ci CIV;DF;Wolves;29-321;1991;12.0;8;0.67;7;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0
63;Jarrod Bowen;eng ENG;MF,FW;West Ham;24-000;1996;11.8;39;3.29;23;5;3;6;1;1;4;0.34;2;2;0;0;0;0;0
64;Robbie Brady;ie IRL;MF;Burnley;28-341;1992;5.0;4;0.80;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
65;Rhian Brewster;eng ENG;FW,MF;Sheffield Utd;20-263;2000;3.9;8;2.04;6;0;0;1;1;0;0;0.00;0;0;0;0;0;0;0
66;Josh Brownhill;eng ENG;MF;Burnley;25-001;1995;11.0;17;1.55;12;0;2;1;1;1;0;0.00;0;0;0;0;0;0;0
67;Joe Bryan;eng ENG;DF,FW;Fulham;27-094;1993;3.8;8;2.11;4;3;0;0;1;0;1;0.26;0;0;0;0;1;0;0
68;Kean Bryan;eng ENG;DF;Sheffield Utd;24-049;1996;1.7;1;0.59;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
69;Oliver Burke;sco SCO;FW;Sheffield Utd;23-257;1997;5.3;11;2.06;8;0;2;0;0;1;1;0.19;1;0;0;0;0;0;0
70;Dan Burn;eng ENG;DF;Brighton;28-225;1992;5.4;6;1.11;6;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
71;Oskar Buur;dk DEN;DF;Wolves;22-264;1998;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
72;Willy Caballero;ar ARG;GK;Chelsea;39-083;1981;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
73;Gary Cahill;eng ENG;DF;Crystal Palace;35-001;1985;5.0;4;0.80;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
74;Tom Cairney;sco SCO;MF;Fulham;29-335;1991;8.4;35;4.15;21;8;3;1;2;0;2;0.24;2;0;0;0;0;0;0
75;Dominic Calvert-Lewin;eng ENG;FW;Everton;23-279;1997;13.7;26;1.89;15;0;2;5;4;0;7;0.51;2;0;0;4;1;0;0
76;João Cancelo;pt POR;DF,MF;Manchester City;26-207;1994;9.0;31;3.44;26;2;3;0;0;0;4;0.44;4;0;0;0;0;0;0
77;Ian Carlo Poveda;eng ENG;MF,DF;Leeds United;20-315;2000;2.1;7;3.39;4;0;3;0;0;0;0;0.00;0;0;0;0;0;0;0
78;Andy Carroll;eng ENG;FW;Newcastle Utd;31-349;1989;2.0;4;1.97;2;0;1;0;1;0;1;0.49;1;0;0;0;0;0;0
79;Matty Cash;eng ENG;DF;Aston Villa;23-135;1997;9.6;11;1.15;8;1;1;0;1;0;1;0.10;1;0;0;0;0;0;0
80;Timothy Castagne;be BEL;DF;Leicester City;25-015;1995;6.0;7;1.17;5;1;0;0;0;1;2;0.33;2;0;0;0;0;0;0
81;Ivan Cavaleiro;pt POR;FW,MF;Fulham;27-063;1993;9.8;25;2.56;14;6;1;3;0;1;1;0.10;1;0;0;0;0;0;0
82;Edinson Cavani;uy URU;FW;Manchester Utd;33-310;1987;2.0;5;2.56;4;0;0;1;0;0;1;0.51;1;0;0;0;0;0;0
83;Dani Ceballos;es ESP;MF;Arsenal;24-135;1996;9.5;26;2.75;22;2;0;0;1;1;1;0.11;1;0;0;0;0;0;0
84;Ben Chilwell;eng ENG;DF;Chelsea;23-365;1996;9.9;24;2.42;12;9;0;1;1;1;3;0.30;3;0;0;0;0;0;0
85;Hamza Choudhury;eng ENG;MF;Leicester City;23-080;1997;0.2;1;6.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
86;Andreas Christensen;dk DEN;DF;Chelsea;24-254;1996;3.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
87;Ciaran Clark;ie IRL;DF;Newcastle Utd;31-085;1989;5.0;3;0.60;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
88;Nathaniel Clyne;eng ENG;DF;Crystal Palace;29-259;1991;7.8;4;0.51;3;1;0;0;0;0;1;0.13;1;0;0;0;0;0;0
89;Conor Coady;eng ENG;DF;Wolves;27-299;1993;12.0;4;0.33;3;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0
90;Séamus Coleman;ie IRL;DF;Everton;32-070;1988;5.1;10;1.98;7;1;1;0;1;0;3;0.59;2;0;0;0;1;0;0
91;Aaron Connolly;ie IRL;FW;Brighton;20-327;2000;5.0;8;1.61;4;0;2;0;2;0;1;0.20;1;0;0;0;0;0;0
92;Liam Cooper;sco SCO;DF;Leeds United;29-112;1991;10.0;6;0.60;4;0;0;1;0;1;2;0.20;2;0;0;0;0;0;0
93;Hélder Costa;pt POR;MF;Leeds United;26-343;1994;7.4;16;2.15;12;0;1;1;2;0;2;0.27;2;0;0;0;0;0;0
94;Vladimír Coufal;cz CZE;DF;West Ham;28-120;1992;9.9;23;2.32;21;2;0;0;0;0;3;0.30;3;0;0;0;0;0;0
95;Aaron Cresswell;eng ENG;DF;West Ham;31-005;1989;13.0;36;2.77;17;17;0;1;1;0;5;0.38;2;2;0;0;1;0;0
96;Stuart Dallas;nir NIR;DF,MF;Leeds United;29-245;1991;12.9;18;1.40;14;0;1;2;0;1;0;0.00;0;0;0;0;0;0;0
97;Scott Dann;eng ENG;DF;Crystal Palace;33-310;1987;7.0;3;0.43;2;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0
98;Karl Darlow;eng ENG;GK;Newcastle Utd;30-073;1990;13.0;2;0.15;1;1;0;0;0;0;1;0.08;1;0;0;0;0;0;0
99;Ben Davies;wal WAL;DF;Tottenham;27-240;1993;5.6;6;1.08;4;0;1;0;1;0;2;0.36;0;0;1;0;1;0;0
100;Tom Davies;eng ENG;MF,DF;Everton;22-173;1998;2.9;7;2.39;7;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
101;Keinan Davis;eng ENG;FW;Aston Villa;22-311;1998;0.4;2;4.50;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
102;Leif Davis;eng ENG;DF;Leeds United;20-343;2000;0.2;1;6.43;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
103;Kevin De Bruyne;be BEL;MF;Manchester City;29-175;1991;11.3;72;6.40;49;12;4;2;2;3;12;1.07;9;0;1;0;1;1;0
104;Liam Delap;eng ENG;FW;Manchester City;17-316;2003;0.4;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
105;Fabian Delph;eng ENG;MF,DF;Everton;31-029;1989;2.4;2;0.84;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
106;Leander Dendoncker;be BEL;MF;Wolves;25-249;1995;10.5;18;1.71;15;0;0;3;0;0;2;0.19;0;0;0;2;0;0;0
107;Ibrahima Diallo;fr FRA;MF;Southampton;21-287;1999;0.3;1;3.21;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
108;Grady Diangana;eng ENG;MF,FW;West Brom;22-245;1998;8.7;15;1.72;9;1;1;3;1;0;0;0.00;0;0;0;0;0;0;0
109;Raphael Dias Belloli;br BRA;MF;Leeds United;24-006;1996;5.6;21;3.74;14;3;2;1;0;1;1;0.18;1;0;0;0;0;0;0
110;Rúben Dias;pt POR;DF;Manchester City;23-220;1997;10.8;7;0.65;6;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0
111;Eric Dier;eng ENG;DF;Tottenham;26-340;1994;12.0;5;0.42;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
112;Lucas Digne;fr FRA;DF;Everton;27-153;1993;7.8;19;2.44;12;6;0;1;0;0;5;0.64;3;1;0;1;0;0;0
113;Virgil van Dijk;nl NED;DF;Liverpool;29-165;1991;4.1;1;0.24;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
114;Issa Diop;fr FRA;DF;West Ham;23-346;1997;3.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
115;Moussa Djenepo;ml MLI;MF;Southampton;22-188;1998;6.5;20;3.07;10;0;8;0;2;0;4;0.61;1;0;2;0;1;0;0
116;Matt Doherty;ie IRL;DF;Tottenham;28-339;1992;5.8;13;2.23;11;1;0;0;1;0;1;0.17;1;0;0;0;0;0;0
117;Gabriel Dos Santos;br BRA;DF;Arsenal;23-001;1997;11.7;6;0.51;4;0;0;2;0;0;0;0.00;0;0;0;0;0;0;0
118;Abdoulaye Doucouré;fr FRA;MF;Everton;27-354;1993;13.1;19;1.45;18;0;1;0;0;0;2;0.15;2;0;0;0;0;0;0
119;Paul Dummett;wal WAL;DF;Newcastle Utd;29-085;1991;0.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
120;Lewis Dunk;eng ENG;DF;Brighton;29-029;1991;10.0;5;0.50;4;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0
121;Jimmy Dunne;ie IRL;DF;Burnley;23-062;1997;2.0;3;1.50;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
122;Ederson;br BRA;GK;Manchester City;27-125;1993;13.0;1;0.08;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
123;Kyle Edwards;eng ENG;MF,FW;West Brom;22-307;1998;1.3;1;0.76;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
124;John Egan;ie IRL;DF;Sheffield Utd;28-061;1992;11.1;7;0.63;7;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
125;Ahmed Elmohamady;eg EGY;DF;Aston Villa;33-102;1987;1.4;11;7.73;8;1;0;1;0;1;1;0.70;0;1;0;0;0;0;0
126;Mohamed Elneny;eg EGY;MF;Arsenal;28-162;1992;7.7;11;1.43;9;0;1;1;0;0;0;0.00;0;0;0;0;0;0;0
127;Jonny Evans;nir NIR;DF;Leicester City;32-352;1988;8.9;4;0.45;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
128;Eberechi Eze;eng ENG;MF,FW;Crystal Palace;22-174;1998;9.1;29;3.18;16;6;1;1;5;0;2;0.22;0;1;0;0;1;0;0
129;Łukasz Fabiański;pl POL;GK;West Ham;35-246;1985;13.0;1;0.08;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
130;Fabinho;br BRA;DF,MF;Liverpool;27-058;1993;11.4;8;0.70;6;0;0;0;1;1;1;0.09;0;0;0;0;1;0;0
131;Bruno Fernandes;pt POR;MF;Manchester Utd;26-103;1994;10.7;61;5.70;43;10;1;2;4;1;11;1.03;8;2;0;1;0;0;0
132;Federico Fernández;ar ARG;DF;Newcastle Utd;31-303;1989;11.5;2;0.17;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
133;Fernandinho;br BRA;MF;Manchester City;35-230;1985;3.2;5;1.55;3;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0
134;Sam Field;eng ENG;MF;West Brom;22-226;1998;0.7;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
135;Roberto Firmino;br BRA;FW,MF;Liverpool;29-079;1991;12.5;40;3.21;28;0;4;4;3;1;4;0.32;4;0;0;0;0;0;0
136;John Fleck;sco SCO;MF;Sheffield Utd;29-118;1991;7.0;18;2.57;11;5;0;2;0;0;0;0.00;0;0;0;0;0;0;0
137;Phil Foden;eng ENG;FW,DF;Manchester City;20-206;2000;5.6;16;2.86;10;0;4;1;0;1;3;0.54;2;0;0;1;0;0;0
138;Wesley Fofana;fr FRA;DF;Leicester City;20-003;2000;9.0;7;0.78;6;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0
139;Pablo Fornals;es ESP;MF,FW;West Ham;24-302;1996;11.5;23;2.00;18;1;0;2;2;0;4;0.35;1;1;0;2;0;0;0
140;Timothy Fosu-Mensah;nl NED;DF;Manchester Utd;22-353;1998;0.9;4;4.50;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
141;Ryan Fraser;sco SCO;MF;Newcastle Utd;26-300;1994;3.1;7;2.29;4;2;0;0;1;0;3;0.98;1;1;0;0;1;0;0
142;Fred;br BRA;MF;Manchester Utd;27-290;1993;7.1;20;2.80;19;0;0;0;0;1;2;0.28;1;0;0;0;0;1;0
143;Ryan Fredericks;eng ENG;DF;West Ham;28-071;1992;2.5;12;4.74;10;0;0;0;0;2;1;0.39;1;0;0;0;0;0;0
144;Christian Fuchs;at AUT;DF;Leicester City;34-257;1986;7.8;3;0.38;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
145;Darnell Furlong;eng ENG;DF;West Brom;25-050;1995;11.8;16;1.36;11;1;0;3;1;0;2;0.17;2;0;0;0;0;0;0
146;Conor Gallagher;eng ENG;MF;West Brom;20-318;2000;8.9;12;1.35;7;2;1;1;0;1;0;0.00;0;0;0;0;0;0;0
147;Eric García;es ESP;DF;Manchester City;19-346;2001;2.2;4;1.79;3;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0
148;Dwight Gayle;eng ENG;FW;Newcastle Utd;30-064;1990;0.6;2;3.27;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
149;David de Gea;es ESP;GK;Manchester Utd;30-043;1990;9.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
