Rk;Player;Nation;Pos;Squad;Age;Born;90s;SCA;SCA90;PassLive;PassDead;Drib;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;Drib;Sh;Fld;Def;OG
301;Dan Nlundulu;eng ENG;FW;Southampton;21-319;1999;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
302;Mark Noble;eng ENG;MF;West Ham;33-226;1987;1.0;1;0.98;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
303;Oliver Norwood;nir NIR;MF;Sheffield Utd;29-252;1991;4.7;9;1.91;7;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0
304;Jack O'Connell;eng ENG;DF;Sheffield Utd;26-266;1994;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
305;Dara O'Shea;ie IRL;DF;West Brom;21-291;1999;7.1;7;0.98;6;1;0;0;0;0;1;0.14;1;0;0;0;0;0;0
306;Michael Obafemi;ie IRL;FW;Southampton;20-167;2000;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
307;Denis Odoi;be BEL;DF;Fulham;32-207;1988;3.0;5;1.67;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
308;Angelo Ogbonna;it ITA;DF;West Ham;32-211;1988;12.7;5;0.39;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
309;Robin Olsen;se SWE;GK;Everton;30-347;1990;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
310;Josh Onomah;eng ENG;MF;Fulham;23-237;1997;1.5;1;0.69;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
311;Divock Origi;be BEL;FW;Liverpool;25-246;1995;0.1;1;10.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
312;Ben Osborn;eng ENG;MF,DF;Sheffield Utd;26-137;1994;4.4;5;1.13;4;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
313;Owen Otasowie;us USA;MF;Wolves;19-244;2001;0.5;3;6.00;3;0;0;0;0;0;1;2.00;1;0;0;0;0;0;0
314;Alex Oxlade-Chamberlain;eng ENG;FW;Liverpool;27-127;1993;0.2;1;5.63;1;0;0;0;0;0;1;5.63;1;0;0;0;0;0;0
315;Emerson Palmieri;it ITA;DF;Chelsea;26-139;1994;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
316;Thomas Partey;gh GHA;MF;Arsenal;27-190;1993;3.1;3;0.97;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
317;Rui Patrício;pt POR;GK;Wolves;32-309;1988;13.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
318;Bailey Peacock-Farrell;nir NIR;GK;Burnley;24-052;1996;1.0;1;1.00;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
319;Lee Peltier;eng ENG;MF;West Brom;34-009;1986;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
320;Nicolas Pépé;ci CIV;FW,MF;Arsenal;25-205;1995;4.8;3;0.62;1;2;0;0;0;0;1;0.21;1;0;0;0;0;0;0
321;Matheus Pereira;br BRA;MF,FW;West Brom;24-229;1996;8.7;38;4.36;23;10;1;1;2;1;5;0.57;2;1;0;0;1;1;0
322;Ayoze Pérez;es ESP;MF,FW;Leicester City;27-150;1993;4.9;20;4.11;15;0;3;2;0;0;4;0.82;3;0;1;0;0;0;0
323;Kalvin Phillips;eng ENG;MF;Leeds United;25-018;1995;10.0;24;2.40;16;6;0;1;0;1;1;0.10;1;0;0;0;0;0;0
324;Matt Phillips;sco SCO;MF,DF;West Brom;29-282;1991;4.0;12;3.03;8;3;1;0;0;0;1;0.25;1;0;0;0;0;0;0
325;Nathaniel Phillips;eng ENG;DF;Liverpool;23-274;1997;2.0;1;0.50;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
326;Jordan Pickford;eng ENG;GK;Everton;26-288;1994;12.0;4;0.33;3;1;0;0;0;0;2;0.17;2;0;0;0;0;0;0
327;Erik Pieters;nl NED;DF,MF;Burnley;32-135;1988;1.9;1;0.52;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
328;Daniel Podence;pt POR;FW,MF;Wolves;25-060;1995;10.0;38;3.79;25;1;8;1;2;1;6;0.60;2;0;4;0;0;0;0
329;Paul Pogba;fr FRA;MF,FW;Manchester Utd;27-280;1993;7.2;19;2.66;13;1;0;1;3;1;0;0.00;0;0;0;0;0;0;0
330;Nick Pope;eng ENG;GK;Burnley;28-245;1992;11.0;2;0.18;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
331;Dennis Praet;be BEL;MF,FW;Leicester City;26-220;1994;6.5;11;1.70;10;0;0;0;0;1;2;0.31;2;0;0;0;0;0;0
332;Christian Pulisic;us USA;FW,MF;Chelsea;22-093;1998;3.8;13;3.42;9;0;2;1;0;1;1;0.26;1;0;0;0;0;0;0
333;Aaron Ramsdale;eng ENG;GK;Sheffield Utd;22-220;1998;13.0;5;0.38;4;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0
334;Jacob Ramsey;eng ENG;MF;Aston Villa;19-206;2001;1.2;1;0.87;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
335;Marcus Rashford;eng ENG;FW;Manchester Utd;23-050;1997;11.4;35;3.08;28;0;4;0;3;0;4;0.35;4;0;0;0;0;0;0
336;Tim Ream;us USA;DF;Fulham;33-076;1987;5.0;1;0.20;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
337;Nathan Redmond;eng ENG;MF;Southampton;26-289;1994;4.5;9;2.01;7;0;1;0;1;0;2;0.45;2;0;0;0;0;0;0
338;Harrison Reed;eng ENG;MF;Fulham;25-328;1995;6.9;11;1.58;8;3;0;0;0;0;1;0.14;1;0;0;0;0;0;0
339;Sergio Reguilón;es ESP;DF;Tottenham;24-004;1996;8.1;15;1.85;9;0;0;4;2;0;2;0.25;2;0;0;0;0;0;0
340;Bobby Reid;jm JAM;FW,DF;Fulham;27-322;1993;9.4;10;1.06;7;0;2;0;1;0;3;0.32;2;0;0;0;1;0;0
341;Declan Rice;eng ENG;MF;West Ham;21-341;1999;13.0;25;1.92;22;0;1;1;0;1;3;0.23;2;0;0;1;0;0;0
342;Richarlison;br BRA;FW;Everton;23-224;1997;10.1;30;2.98;20;0;4;2;4;0;7;0.70;4;0;1;1;1;0;0
343;Jaïro Riedewald;nl NED;MF;Crystal Palace;24-102;1996;5.6;7;1.25;6;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0
344;Matt Ritchie;sco SCO;MF,DF;Newcastle Utd;31-101;1989;3.0;10;3.32;5;4;0;0;0;1;0;0.00;0;0;0;0;0;0;0
345;Tyler Roberts;wal WAL;MF,FW;Leeds United;21-343;1999;2.7;7;2.60;3;0;1;1;2;0;0;0.00;0;0;0;0;0;0;0
346;Andrew Robertson;sco SCO;DF;Liverpool;26-284;1994;14.0;38;2.71;29;7;2;0;0;0;10;0.71;6;2;2;0;0;0;0
347;Antonee Robinson;us USA;DF;Fulham;23-134;1997;11.0;28;2.55;24;2;1;0;1;0;1;0.09;1;0;0;0;0;0;0
348;Callum Robinson;ie IRL;FW;West Brom;25-322;1995;6.5;19;2.91;14;0;4;0;1;0;1;0.15;0;0;1;0;0;0;0
349;Jack Robinson;eng ENG;DF;Sheffield Utd;27-110;1993;4.1;2;0.49;1;0;0;0;1;0;1;0.24;0;0;0;0;1;0;0
350;Hal Robson-Kanu;wal WAL;FW,MF;West Brom;31-213;1989;1.6;2;1.27;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
351;Marek Rodák;sk SVK;GK;Fulham;24-007;1996;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
352;Joe Rodon;wal WAL;DF;Tottenham;23-059;1997;1.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
353;Rodri;es ESP;MF;Manchester City;24-181;1996;12.5;26;2.08;22;0;2;1;0;1;0;0.00;0;0;0;0;0;0;0
354;Rodrigo;es ESP;MF,FW;Leeds United;29-289;1991;6.0;27;4.53;19;0;2;4;1;1;5;0.84;2;0;0;3;0;0;0
355;James Rodríguez;co COL;FW,MF;Everton;29-161;1991;9.3;44;4.71;29;9;2;0;3;1;10;1.07;6;4;0;0;0;0;0
356;Jay Rodriguez;eng ENG;FW,MF;Burnley;31-144;1989;5.9;13;2.20;8;0;2;2;1;0;0;0.00;0;0;0;0;0;0;0
357;Oriol Romeu;es ESP;MF;Southampton;29-087;1991;13.5;24;1.78;23;0;0;0;0;1;2;0.15;2;0;0;0;0;0;0
358;Antonio Rüdiger;de GER;DF;Chelsea;27-292;1993;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
359;Mathew Ryan;au AUS;GK;Brighton;28-256;1992;11.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
360;Allan Saint-Maximin;fr FRA;FW,MF;Newcastle Utd;23-283;1997;6.5;17;2.63;14;0;2;0;1;0;3;0.46;3;0;0;0;0;0;0
361;Romain Saïss;ma MAR;DF;Wolves;30-269;1990;7.7;4;0.52;3;0;0;1;0;0;1;0.13;1;0;0;0;0;0;0
362;Bukayo Saka;eng ENG;DF,FW;Arsenal;19-106;2001;11.0;34;3.09;24;3;4;1;2;0;2;0.18;2;0;0;0;0;0;0
363;Mamadou Sakho;fr FRA;DF;Crystal Palace;30-311;1990;3.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
364;Mohamed Salah;eg EGY;FW;Liverpool;28-188;1992;12.0;49;4.09;35;1;2;6;3;2;8;0.67;5;0;0;2;1;0;0
365;Davinson Sánchez;co COL;DF;Tottenham;24-191;1996;4.0;2;0.50;1;0;0;1;0;0;1;0.25;1;0;0;0;0;0;0
366;Robert Sánchez;es ESP;GK;Brighton;23-032;1997;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
367;Romaine Sawyers;kn SKN;MF;West Brom;29-048;1991;8.7;7;0.81;5;0;0;0;2;0;0;0.00;0;0;0;0;0;0;0
368;Fabian Schär;ch SUI;DF,MF;Newcastle Utd;29-000;1991;4.6;2;0.44;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
369;Jeffrey Schlupp;gh GHA;MF;Crystal Palace;27-363;1992;8.6;21;2.45;15;0;2;1;3;0;4;0.47;2;0;0;1;1;0;0
370;Kasper Schmeichel;dk DEN;GK;Leicester City;34-045;1986;13.0;1;0.08;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
371;Nélson Semedo;pt POR;DF;Wolves;27-034;1993;10.7;18;1.69;16;0;0;2;0;0;0;0.00;0;0;0;0;0;0;0
372;Jamie Shackleton;eng ENG;MF,DF;Leeds United;21-073;1999;1.9;4;2.09;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
373;Xherdan Shaqiri;ch SUI;FW,MF;Liverpool;29-071;1991;0.6;2;3.40;2;0;0;0;0;0;1;1.70;1;0;0;0;0;0;0
374;Billy Sharp;eng ENG;FW,MF;Sheffield Utd;34-319;1986;2.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
375;Luke Shaw;eng ENG;DF;Manchester Utd;25-161;1995;7.7;16;2.07;10;4;0;0;2;0;2;0.26;1;0;0;0;1;0;0
376;Jonjo Shelvey;eng ENG;MF;Newcastle Utd;28-297;1992;7.8;18;2.31;11;6;0;1;0;0;3;0.39;2;1;0;0;0;0;0
377;Gylfi Sigurðsson;is ISL;MF;Everton;31-103;1989;7.5;22;2.95;13;8;0;1;0;0;2;0.27;1;1;0;0;0;0;0
378;Bernardo Silva;pt POR;MF,FW;Manchester City;26-132;1994;5.2;19;3.69;18;0;0;0;1;0;1;0.19;1;0;0;0;0;0;0
379;Fábio Silva;pt POR;FW;Wolves;18-154;2002;3.3;6;1.82;4;0;0;2;0;0;0;0.00;0;0;0;0;0;0;0
380;Thiago Silva;br BRA;DF;Chelsea;36-089;1984;8.8;8;0.91;8;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
381;Moussa Sissoko;fr FRA;MF;Tottenham;31-126;1989;10.4;11;1.06;10;0;0;0;1;0;1;0.10;1;0;0;0;0;0;0
382;Islam Slimani;dz ALG;FW;Leicester City;32-185;1988;0.2;1;4.50;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
383;William Smallbone;ie IRL;MF;Southampton;20-303;2000;1.2;1;0.80;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
384;Robert Snodgrass;sco SCO;FW,DF;West Ham;33-104;1987;0.1;1;18.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
385;Cédric Soares;pt POR;MF;Arsenal;29-111;1991;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
386;Tomáš Souček;cz CZE;MF;West Ham;25-297;1995;13.0;14;1.08;9;0;0;3;2;0;3;0.23;1;0;0;2;0;0;0
387;Çağlar Söyüncü;tr TUR;DF;Leicester City;24-211;1996;4.0;1;0.25;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
388;Dale Stephens;eng ENG;MF;Burnley;31-191;1989;2.2;1;0.45;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
389;Jack Stephens;eng ENG;DF;Southampton;26-328;1994;3.5;2;0.57;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
390;Raheem Sterling;eng ENG;FW;Manchester City;26-012;1994;11.1;39;3.51;26;0;6;2;5;0;5;0.45;2;0;1;1;1;0;0
391;Enda Stevens;ie IRL;DF;Sheffield Utd;30-164;1990;10.0;7;0.70;6;0;0;0;1;0;1;0.10;0;0;0;0;1;0;0
392;John Stones;eng ENG;DF;Manchester City;26-206;1994;5.0;1;0.20;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
393;Pascal Struijk;nl NED;DF,MF;Leeds United;21-131;1999;2.8;1;0.35;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
394;Matt Targett;eng ENG;DF;Aston Villa;25-093;1995;11.0;26;2.36;19;4;0;0;2;1;3;0.27;1;1;0;0;1;0;0
395;James Tarkowski;eng ENG;DF;Burnley;28-031;1992;10.0;5;0.50;3;1;0;1;0;0;0;0.00;0;0;0;0;0;0;0
396;Charlie Taylor;eng ENG;DF;Burnley;27-093;1993;12.0;14;1.17;9;1;0;1;3;0;2;0.17;1;0;0;0;1;0;0
397;Nathan Tella;eng ENG;FW,MF;Southampton;21-168;1999;1.1;2;1.78;0;0;0;0;2;0;0;0.00;0;0;0;0;0;0;0
398;Alex Telles;br BRA;DF;Manchester Utd;28-005;1992;3.9;9;2.29;5;3;0;0;1;0;1;0.25;1;0;0;0;0;0;0
399;Kenny Tete;nl NED;DF;Fulham;25-072;1995;1.4;5;3.52;5;0;0;0;0;0;1;0.70;1;0;0;0;0;0;0
400;Luke Thomas;eng ENG;DF;Leicester City;;;2.0;1;0.50;0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0
401;Youri Tielemans;be BEL;MF;Leicester City;23-227;1997;13.0;26;2.00;21;1;1;2;0;1;6;0.46;6;0;0;0;0;0;0
402;Kieran Tierney;sco SCO;DF;Arsenal;23-198;1997;12.9;28;2.17;21;2;2;1;2;0;0;0.00;0;0;0;0;0;0;0
403;James Tomkins;eng ENG;DF;Crystal Palace;31-266;1989;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
404;Fikayo Tomori;eng ENG;DF;Chelsea;23-001;1997;0.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
405;Ferrán Torres;es ESP;FW;Manchester City;20-295;2000;5.5;11;2.01;9;0;1;0;1;0;2;0.37;2;0;0;0;0;0;0
406;Cenk Tosun;tr TUR;FW;Everton;29-196;1991;0.4;2;5.00;2;0;0;0;0;0;1;2.50;1;0;0;0;0;0;0
407;Andros Townsend;eng ENG;MF;Crystal Palace;29-157;1991;10.3;25;2.44;17;6;2;0;0;0;4;0.39;3;1;0;0;0;0;0
408;Conor Townsend;eng ENG;DF;West Brom;27-291;1993;7.8;8;1.02;8;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
409;Adama Traoré;es ESP;FW,DF;Wolves;24-330;1996;8.2;34;4.16;20;0;6;1;6;1;0;0.00;0;0;0;0;0;0;0
410;Bertrand Traoré;bf BFA;FW,MF;Aston Villa;25-105;1995;3.5;7;2.01;1;3;1;0;2;0;1;0.29;0;1;0;0;0;0;0
411;Trézéguet;eg EGY;FW;Aston Villa;26-080;1994;8.0;22;2.77;15;0;1;3;3;0;1;0.13;1;0;0;0;0;0;0
412;Leandro Trossard;be BEL;FW,MF;Brighton;26-016;1994;8.2;25;3.04;18;4;0;2;0;1;3;0.36;2;0;0;1;0;0;0
413;Axel Tuanzebe;eng ENG;DF;Manchester Utd;23-036;1997;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
414;Cengiz Ünder;tr TUR;MF,FW;Leicester City;23-159;1997;2.3;8;3.48;7;0;0;1;0;0;2;0.87;2;0;0;0;0;0;0
415;Jamie Vardy;eng ENG;FW;Leicester City;33-344;1987;11.2;20;1.78;12;0;3;2;3;0;9;0.80;4;0;1;1;3;0;0
416;Joël Veltman;nl NED;DF;Brighton;28-340;1992;7.1;9;1.28;5;2;0;0;1;1;0;0.00;0;0;0;0;0;0;0
417;Jannik Vestergaard;dk DEN;DF;Southampton;28-139;1992;12.5;10;0.80;10;0;0;0;0;0;2;0.16;2;0;0;0;0;0;0
418;Rúben Vinagre;pt POR;DF;Wolves;21-255;1999;1.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
419;Carlos Vinícius;br BRA;FW,MF;Tottenham;25-273;1995;0.1;1;7.50;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
420;Vitinha;pt POR;MF;Wolves;20-311;2000;0.5;4;8.57;3;0;1;0;0;0;1;2.14;1;0;0;0;0;0;0
421;Matěj Vydra;cz CZE;FW;Burnley;28-233;1992;1.9;7;3.60;2;0;3;2;0;0;0;0.00;0;0;0;0;0;0;0
422;Theo Walcott;eng ENG;FW;Everton;31-279;1989;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
423;Theo Walcott;eng ENG;MF,FW;Southampton;31-279;1989;8.3;13;1.57;8;0;1;2;2;0;3;0.36;1;0;0;1;1;0;0
424;Kyle Walker;eng ENG;DF;Manchester City;30-206;1990;11.0;14;1.27;12;2;0;0;0;0;3;0.27;2;1;0;0;0;0;0
425;Kyle Walker-Peters;eng ENG;DF;Southampton;23-251;1997;14.0;19;1.36;15;0;0;1;2;1;6;0.43;3;0;0;0;2;1;0
426;Aaron Wan-Bissaka;eng ENG;DF;Manchester Utd;23-024;1997;11.0;16;1.45;13;1;0;1;0;1;3;0.27;3;0;0;0;0;0;0
427;Joel Ward;eng ENG;DF;Crystal Palace;31-052;1989;6.0;6;1.00;5;1;0;0;0;0;2;0.33;2;0;0;0;0;0;0
428;James Ward-Prowse;eng ENG;MF;Southampton;26-049;1994;14.0;32;2.29;15;15;0;0;2;0;5;0.36;2;3;0;0;0;0;0
429;Ollie Watkins;eng ENG;FW;Aston Villa;24-356;1995;11.0;28;2.55;21;0;3;2;0;2;4;0.36;3;0;0;1;0;0;0
430;Adam Webster;eng ENG;DF;Brighton;25-351;1995;12.0;11;0.92;11;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
431;Danny Welbeck;eng ENG;FW;Brighton;30-024;1990;5.7;14;2.45;7;0;3;2;2;0;1;0.18;0;0;0;0;1;0;0
432;Timo Werner;de GER;FW;Chelsea;24-289;1996;12.4;40;3.23;26;0;4;5;5;0;9;0.73;6;0;2;0;1;0;0
433;Ashley Westwood;eng ENG;MF;Burnley;30-263;1990;12.0;31;2.58;23;7;0;0;1;0;1;0.08;1;0;0;0;0;0;0
434;Ben White;eng ENG;DF,MF;Brighton;23-073;1997;12.8;11;0.86;9;0;0;0;0;2;3;0.24;3;0;0;0;0;0;0
435;Georginio Wijnaldum;nl NED;MF;Liverpool;30-039;1990;12.8;17;1.33;13;0;1;1;2;0;1;0.08;0;0;0;1;0;0;0
436;Brandon Williams;eng ENG;DF;Manchester Utd;20-108;2000;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
437;Neco Williams;wal WAL;DF;Liverpool;19-251;2001;1.9;2;1.04;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
438;Rhys Williams;eng ENG;DF;Liverpool;19-321;2001;1.0;1;1.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
439;Willian;br BRA;FW,MF;Arsenal;32-133;1988;9.8;30;3.06;20;6;0;1;3;0;5;0.51;3;1;0;1;0;0;0
440;Joe Willock;eng ENG;MF;Arsenal;21-122;1999;2.2;6;2.74;6;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
441;Callum Wilson;eng ENG;FW;Newcastle Utd;28-297;1992;11.7;27;2.30;16;0;3;1;6;1;8;0.68;4;0;0;1;3;0;0
442;Harry Winks;eng ENG;MF;Tottenham;24-322;1996;2.9;1;0.35;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
443;Chris Wood;nz NZL;FW;Burnley;29-013;1991;11.3;10;0.88;9;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0
444;Granit Xhaka;ch SUI;MF,DF;Arsenal;28-084;1992;8.1;9;1.12;7;0;0;1;1;0;0;0.00;0;0;0;0;0;0;0
445;Andriy Yarmolenko;ua UKR;FW;West Ham;31-058;1989;1.3;6;4.78;4;1;0;0;1;0;1;0.80;1;0;0;0;0;0;0
446;DeAndre Yedlin;us USA;DF;Newcastle Utd;27-164;1993;1.1;1;0.95;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
447;Wilfried Zaha;ci CIV;FW;Crystal Palace;28-040;1992;11.9;31;2.61;22;0;7;1;1;0;5;0.42;4;0;1;0;0;0;0
448;Andre-Frank Zambo Anguissa;cm CMR;MF;Fulham;25-034;1995;12.3;26;2.12;18;0;5;0;3;0;4;0.33;2;0;2;0;0;0;0
449;Oleksandr Zinchenko;ua UKR;DF;Manchester City;24-005;1996;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0
450;Hakim Ziyech;ma MAR;FW;Chelsea;27-276;1993;4.3;25;5.80;20;3;0;1;1;0;6;1.39;5;1;0;0;0;0;0
451;Kurt Zouma;fr FRA;DF;Chelsea;26-054;1994;12.0;6;0.50;5;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0